customer_id,customer_segment,customer_city,customer_state,customer_country,customer_zipcode
9089,Consumer,Caguas,PR,Puerto Rico,725
11383,Consumer,Caguas,PR,Puerto Rico,725
6663,Consumer,Caguas,PR,Puerto Rico,725
5169,Consumer,Caguas,PR,Puerto Rico,725
5841,Consumer,Caguas,PR,Puerto Rico,725
8497,Consumer,Caguas,PR,Puerto Rico,725
5461,Consumer,Caguas,PR,Puerto Rico,725
10859,Consumer,Caguas,PR,Puerto Rico,725
9325,Consumer,Caguas,PR,Puerto Rico,725
6983,Consumer,Caguas,PR,Puerto Rico,725
568,Consumer,Caguas,PR,Puerto Rico,725
559,Consumer,Caguas,PR,Puerto Rico,725
4246,Consumer,Caguas,PR,Puerto Rico,725
4853,Consumer,Caguas,PR,Puerto Rico,725
3341,Consumer,Caguas,PR,Puerto Rico,725
11206,Consumer,Caguas,PR,Puerto Rico,725
3983,Corporate,Caguas,PR,Puerto Rico,725
6041,Corporate,Caguas,PR,Puerto Rico,725
3160,Corporate,Caguas,PR,Puerto Rico,725
8658,Corporate,Caguas,PR,Puerto Rico,725
7337,Corporate,Caguas,PR,Puerto Rico,725
1346,Corporate,Caguas,PR,Puerto Rico,725
12472,Corporate,Caguas,PR,Puerto Rico,725
3611,Corporate,Caguas,PR,Puerto Rico,725
23,Corporate,San Juan,PR,Puerto Rico,921
7568,Corporate,Caguas,PR,Puerto Rico,725
6345,Corporate,Rio Grande,PR,Puerto Rico,745
6413,Corporate,Caguas,PR,Puerto Rico,725
8268,Corporate,Caguas,PR,Puerto Rico,725
8388,Corporate,Caguas,PR,Puerto Rico,725
11852,Corporate,Caguas,PR,Puerto Rico,725
3169,Corporate,Caguas,PR,Puerto Rico,725
12002,Corporate,Caguas,PR,Puerto Rico,725
4412,Corporate,Caguas,PR,Puerto Rico,725
10785,Corporate,Caguas,PR,Puerto Rico,725
2238,Corporate,Caguas,PR,Puerto Rico,725
2083,Corporate,Caguas,PR,Puerto Rico,725
1802,Corporate,Caguas,PR,Puerto Rico,725
4182,Corporate,Caguas,PR,Puerto Rico,725
8032,Corporate,Caguas,PR,Puerto Rico,725
693,Corporate,Caguas,PR,Puerto Rico,725
6840,Corporate,Caguas,PR,Puerto Rico,725
9085,Corporate,Caguas,PR,Puerto Rico,725
232,Corporate,Caguas,PR,Puerto Rico,725
16,Corporate,Caguas,PR,Puerto Rico,725
1108,Corporate,Caguas,PR,Puerto Rico,725
1257,Corporate,Caguas,PR,Puerto Rico,725
9659,Corporate,Caguas,PR,Puerto Rico,725
4819,Corporate,Caguas,PR,Puerto Rico,725
12430,Corporate,Caguas,PR,Puerto Rico,725
8997,Corporate,Caguas,PR,Puerto Rico,725
4270,Corporate,Caguas,PR,Puerto Rico,725
19268,Corporate,Caguas,PR,Puerto Rico,725
19058,Corporate,Caguas,PR,Puerto Rico,725
19054,Corporate,Caguas,PR,Puerto Rico,725
18786,Corporate,Caguas,PR,Puerto Rico,725
1715,Corporate,Caguas,PR,Puerto Rico,725
8565,Corporate,Caguas,PR,Puerto Rico,725
2994,Corporate,Caguas,PR,Puerto Rico,725
158,Corporate,Caguas,PR,Puerto Rico,725
5371,Corporate,Caguas,PR,Puerto Rico,725
10490,Corporate,Caguas,PR,Puerto Rico,725
20473,Corporate,Caguas,PR,Puerto Rico,725
17950,Corporate,Caguas,PR,Puerto Rico,725
1184,Corporate,Caguas,PR,Puerto Rico,725
20395,Corporate,Caguas,PR,Puerto Rico,725
11354,Corporate,Caguas,PR,Puerto Rico,725
180,Corporate,Caguas,PR,Puerto Rico,725
10521,Corporate,Caguas,PR,Puerto Rico,725
1988,Corporate,Rio Grande,PR,Puerto Rico,745
4759,Corporate,Caguas,PR,Puerto Rico,725
15491,Corporate,Caguas,PR,Puerto Rico,725
15432,Corporate,Caguas,PR,Puerto Rico,725
9212,Corporate,Caguas,PR,Puerto Rico,725
6958,Corporate,Caguas,PR,Puerto Rico,725
2384,Corporate,Caguas,PR,Puerto Rico,725
5799,Corporate,Caguas,PR,Puerto Rico,725
20297,Corporate,Caguas,PR,Puerto Rico,725
16349,Corporate,Caguas,PR,Puerto Rico,725
16325,Corporate,Caguas,PR,Puerto Rico,725
17805,Corporate,Caguas,PR,Puerto Rico,725
10527,Corporate,Caguas,PR,Puerto Rico,725
5838,Corporate,Caguas,PR,Puerto Rico,725
4994,Corporate,Caguas,PR,Puerto Rico,725
7655,Corporate,Caguas,PR,Puerto Rico,725
5180,Corporate,Caguas,PR,Puerto Rico,725
2830,Corporate,Caguas,PR,Puerto Rico,725
32,Corporate,Caguas,PR,Puerto Rico,725
7319,Corporate,Caguas,PR,Puerto Rico,725
6935,Corporate,Caguas,PR,Puerto Rico,725
3425,Corporate,Caguas,PR,Puerto Rico,725
8842,Corporate,Caguas,PR,Puerto Rico,725
4667,Corporate,Caguas,PR,Puerto Rico,725
7260,Corporate,Caguas,PR,Puerto Rico,725
1064,Corporate,Caguas,PR,Puerto Rico,725
5955,Corporate,Carolina,PR,Puerto Rico,983
11958,Corporate,Caguas,PR,Puerto Rico,725
5918,Corporate,Caguas,PR,Puerto Rico,725
10089,Corporate,Caguas,PR,Puerto Rico,725
1867,Corporate,Caguas,PR,Puerto Rico,725
8009,Corporate,Caguas,PR,Puerto Rico,725
10377,Corporate,Caguas,PR,Puerto Rico,725
11923,Corporate,Caguas,PR,Puerto Rico,725
4924,Corporate,Caguas,PR,Puerto Rico,725
497,Corporate,Caguas,PR,Puerto Rico,725
3553,Corporate,Caguas,PR,Puerto Rico,725
9967,Corporate,Caguas,PR,Puerto Rico,725
10457,Corporate,Caguas,PR,Puerto Rico,725
11984,Corporate,Caguas,PR,Puerto Rico,725
10134,Corporate,Caguas,PR,Puerto Rico,725
9506,Corporate,Caguas,PR,Puerto Rico,725
3736,Corporate,Caguas,PR,Puerto Rico,725
11398,Corporate,Caguas,PR,Puerto Rico,725
11430,Corporate,Caguas,PR,Puerto Rico,725
11624,Corporate,Caguas,PR,Puerto Rico,725
7179,Corporate,Caguas,PR,Puerto Rico,725
10877,Corporate,Juana Diaz,PR,Puerto Rico,795
8915,Corporate,Caguas,PR,Puerto Rico,725
5317,Corporate,Caguas,PR,Puerto Rico,725
3849,Corporate,Caguas,PR,Puerto Rico,725
11576,Corporate,Caguas,PR,Puerto Rico,725
8656,Corporate,Caguas,PR,Puerto Rico,725
4606,Corporate,Caguas,PR,Puerto Rico,725
7938,Corporate,Caguas,PR,Puerto Rico,725
1842,Corporate,Caguas,PR,Puerto Rico,725
14075,Corporate,Caguas,PR,Puerto Rico,725
14609,Corporate,Caguas,PR,Puerto Rico,725
14480,Corporate,Caguas,PR,Puerto Rico,725
13447,Corporate,Caguas,PR,Puerto Rico,725
14424,Corporate,Rio Grande,PR,Puerto Rico,745
13086,Corporate,Caguas,PR,Puerto Rico,725
14635,Corporate,Caguas,PR,Puerto Rico,725
14653,Corporate,Caguas,PR,Puerto Rico,725
13332,Corporate,Caguas,PR,Puerto Rico,725
14331,Corporate,Caguas,PR,Puerto Rico,725
14403,Corporate,Caguas,PR,Puerto Rico,725
3410,Corporate,Caguas,PR,Puerto Rico,725
7353,Corporate,Caguas,PR,Puerto Rico,725
6446,Corporate,Caguas,PR,Puerto Rico,725
8341,Corporate,Caguas,PR,Puerto Rico,725
10163,Corporate,Caguas,PR,Puerto Rico,725
10187,Corporate,Caguas,PR,Puerto Rico,725
266,Corporate,Caguas,PR,Puerto Rico,725
10861,Corporate,Caguas,PR,Puerto Rico,725
3024,Corporate,Caguas,PR,Puerto Rico,725
1080,Corporate,Caguas,PR,Puerto Rico,725
13571,Corporate,Caguas,PR,Puerto Rico,725
11920,Corporate,Caguas,PR,Puerto Rico,725
3750,Corporate,Caguas,PR,Puerto Rico,725
2336,Corporate,Caguas,PR,Puerto Rico,725
6424,Corporate,Caguas,PR,Puerto Rico,725
3670,Corporate,Caguas,PR,Puerto Rico,725
10892,Corporate,Caguas,PR,Puerto Rico,725
6230,Corporate,Caguas,PR,Puerto Rico,725
14855,Corporate,Caguas,PR,Puerto Rico,725
12031,Corporate,Caguas,PR,Puerto Rico,725
10156,Corporate,Caguas,PR,Puerto Rico,725
1744,Corporate,Caguas,PR,Puerto Rico,725
599,Corporate,Caguas,PR,Puerto Rico,725
14817,Corporate,Caguas,PR,Puerto Rico,725
11908,Corporate,Caguas,PR,Puerto Rico,725
3589,Corporate,Caguas,PR,Puerto Rico,725
5638,Corporate,Caguas,PR,Puerto Rico,725
11934,Corporate,Caguas,PR,Puerto Rico,725
1591,Corporate,Caguas,PR,Puerto Rico,725
4290,Corporate,Caguas,PR,Puerto Rico,725
11820,Corporate,Caguas,PR,Puerto Rico,725
4348,Corporate,Caguas,PR,Puerto Rico,725
1904,Corporate,Caguas,PR,Puerto Rico,725
9541,Corporate,Caguas,PR,Puerto Rico,725
4179,Corporate,Caguas,PR,Puerto Rico,725
13648,Corporate,Caguas,PR,Puerto Rico,725
8043,Corporate,Caguas,PR,Puerto Rico,725
5873,Corporate,Caguas,PR,Puerto Rico,725
5733,Corporate,Caguas,PR,Puerto Rico,725
1617,Corporate,Caguas,PR,Puerto Rico,725
11640,Corporate,Caguas,PR,Puerto Rico,725
14862,Corporate,Caguas,PR,Puerto Rico,725
14736,Corporate,Caguas,PR,Puerto Rico,725
10232,Corporate,Caguas,PR,Puerto Rico,725
6690,Corporate,Caguas,PR,Puerto Rico,725
8155,Corporate,Caguas,PR,Puerto Rico,725
4967,Corporate,Caguas,PR,Puerto Rico,725
3083,Corporate,Caguas,PR,Puerto Rico,725
272,Corporate,Caguas,PR,Puerto Rico,725
11285,Corporate,Caguas,PR,Puerto Rico,725
4770,Corporate,Caguas,PR,Puerto Rico,725
7696,Corporate,Caguas,PR,Puerto Rico,725
9632,Corporate,Caguas,PR,Puerto Rico,725
1181,Corporate,Caguas,PR,Puerto Rico,725
4469,Corporate,Caguas,PR,Puerto Rico,725
5811,Corporate,Caguas,PR,Puerto Rico,725
7035,Corporate,Caguas,PR,Puerto Rico,725
1167,Corporate,Caguas,PR,Puerto Rico,725
6781,Corporate,Caguas,PR,Puerto Rico,725
10362,Corporate,Caguas,PR,Puerto Rico,725
2251,Corporate,Caguas,PR,Puerto Rico,725
2410,Corporate,Caguas,PR,Puerto Rico,725
12702,Corporate,Caguas,PR,Puerto Rico,725
15081,Corporate,Caguas,PR,Puerto Rico,725
15074,Corporate,Caguas,PR,Puerto Rico,725
14929,Corporate,Caguas,PR,Puerto Rico,725
15090,Corporate,Caguas,PR,Puerto Rico,725
9765,Corporate,Caguas,PR,Puerto Rico,725
8838,Corporate,Caguas,PR,Puerto Rico,725
7161,Corporate,Caguas,PR,Puerto Rico,725
2341,Corporate,Caguas,PR,Puerto Rico,725
6273,Corporate,Caguas,PR,Puerto Rico,725
9469,Corporate,Caguas,PR,Puerto Rico,725
10616,Corporate,Caguas,PR,Puerto Rico,725
4299,Corporate,Caguas,PR,Puerto Rico,725
6184,Corporate,Caguas,PR,Puerto Rico,725
6270,Corporate,Caguas,PR,Puerto Rico,725
3027,Corporate,Caguas,PR,Puerto Rico,725
911,Corporate,Caguas,PR,Puerto Rico,725
597,Corporate,Caguas,PR,Puerto Rico,725
11370,Corporate,Caguas,PR,Puerto Rico,725
9051,Corporate,Caguas,PR,Puerto Rico,725
2181,Corporate,Caguas,PR,Puerto Rico,725
6638,Corporate,Caguas,PR,Puerto Rico,725
5535,Corporate,Caguas,PR,Puerto Rico,725
10940,Corporate,Caguas,PR,Puerto Rico,725
4541,Corporate,Caguas,PR,Puerto Rico,725
8548,Corporate,Caguas,PR,Puerto Rico,725
9635,Corporate,Caguas,PR,Puerto Rico,725
2556,Corporate,Caguas,PR,Puerto Rico,725
12104,Corporate,Caguas,PR,Puerto Rico,725
3634,Corporate,Caguas,PR,Puerto Rico,725
1692,Corporate,Mayaguez,PR,Puerto Rico,680
1863,Corporate,Caguas,PR,Puerto Rico,725
3460,Corporate,Caguas,PR,Puerto Rico,725
7217,Corporate,Caguas,PR,Puerto Rico,725
9321,Corporate,Caguas,PR,Puerto Rico,725
6155,Corporate,Caguas,PR,Puerto Rico,725
679,Corporate,Caguas,PR,Puerto Rico,725
12011,Corporate,Caguas,PR,Puerto Rico,725
5526,Corporate,Caguas,PR,Puerto Rico,725
752,Corporate,Caguas,PR,Puerto Rico,725
5973,Corporate,Caguas,PR,Puerto Rico,725
6052,Corporate,Caguas,PR,Puerto Rico,725
6067,Corporate,Caguas,PR,Puerto Rico,725
5466,Corporate,Caguas,PR,Puerto Rico,725
1102,Corporate,Caguas,PR,Puerto Rico,725
2328,Corporate,Caguas,PR,Puerto Rico,725
10303,Corporate,Caguas,PR,Puerto Rico,725
5759,Corporate,Caguas,PR,Puerto Rico,725
10885,Corporate,Caguas,PR,Puerto Rico,725
9111,Corporate,Caguas,PR,Puerto Rico,725
11183,Corporate,San Juan,PR,Puerto Rico,921
6787,Corporate,Caguas,PR,Puerto Rico,725
2025,Corporate,Caguas,PR,Puerto Rico,725
5560,Corporate,Caguas,PR,Puerto Rico,725
2668,Corporate,Caguas,PR,Puerto Rico,725
9741,Corporate,Caguas,PR,Puerto Rico,725
11416,Corporate,Caguas,PR,Puerto Rico,725
8580,Corporate,Caguas,PR,Puerto Rico,725
11158,Corporate,Caguas,PR,Puerto Rico,725
11970,Corporate,Caguas,PR,Puerto Rico,725
9605,Corporate,Bayamon,PR,Puerto Rico,957
8586,Corporate,Caguas,PR,Puerto Rico,725
2578,Corporate,Caguas,PR,Puerto Rico,725
6564,Corporate,Caguas,PR,Puerto Rico,725
1941,Corporate,Caguas,PR,Puerto Rico,725
2408,Corporate,Caguas,PR,Puerto Rico,725
11050,Corporate,Caguas,PR,Puerto Rico,725
3596,Corporate,Caguas,PR,Puerto Rico,725
4026,Corporate,Caguas,PR,Puerto Rico,725
6048,Corporate,Caguas,PR,Puerto Rico,725
9903,Corporate,Caguas,PR,Puerto Rico,725
4084,Corporate,Caguas,PR,Puerto Rico,725
8163,Corporate,Caguas,PR,Puerto Rico,725
5940,Corporate,Caguas,PR,Puerto Rico,725
18109,Corporate,Caguas,PR,Puerto Rico,725
18106,Corporate,Caguas,PR,Puerto Rico,725
18267,Corporate,Caguas,PR,Puerto Rico,725
16531,Corporate,Caguas,PR,Puerto Rico,725
19128,Corporate,Caguas,PR,Puerto Rico,725
15809,Corporate,Caguas,PR,Puerto Rico,725
18799,Corporate,Caguas,PR,Puerto Rico,725
8183,Corporate,Caguas,PR,Puerto Rico,725
6602,Corporate,Caguas,PR,Puerto Rico,725
4008,Corporate,Caguas,PR,Puerto Rico,725
3263,Corporate,Caguas,PR,Puerto Rico,725
1435,Corporate,Caguas,PR,Puerto Rico,725
6302,Corporate,Caguas,PR,Puerto Rico,725
3346,Corporate,Arecibo,PR,Puerto Rico,612
20446,Corporate,Caguas,PR,Puerto Rico,725
3883,Corporate,Caguas,PR,Puerto Rico,725
4987,Corporate,Caguas,PR,Puerto Rico,725
4342,Corporate,Caguas,PR,Puerto Rico,725
8796,Corporate,Caguas,PR,Puerto Rico,725
9366,Corporate,Caguas,PR,Puerto Rico,725
18316,Corporate,Caguas,PR,Puerto Rico,725
10104,Corporate,Caguas,PR,Puerto Rico,725
17939,Corporate,Caguas,PR,Puerto Rico,725
3994,Corporate,Caguas,PR,Puerto Rico,725
12379,Corporate,Caguas,PR,Puerto Rico,725
17393,Corporate,Caguas,PR,Puerto Rico,725
3325,Corporate,Caguas,PR,Puerto Rico,725
4585,Corporate,Caguas,PR,Puerto Rico,725
10541,Corporate,Caguas,PR,Puerto Rico,725
8460,Corporate,Aguadilla,PR,Puerto Rico,603
18346,Corporate,Caguas,PR,Puerto Rico,725
740,Corporate,Caguas,PR,Puerto Rico,725
8354,Corporate,Caguas,PR,Puerto Rico,725
3020,Corporate,Caguas,PR,Puerto Rico,725
7658,Corporate,Caguas,PR,Puerto Rico,725
16063,Corporate,Caguas,PR,Puerto Rico,725
20703,Corporate,Caguas,PR,Puerto Rico,725
18019,Corporate,Caguas,PR,Puerto Rico,725
7669,Corporate,Caguas,PR,Puerto Rico,725
3771,Corporate,Caguas,PR,Puerto Rico,725
17725,Corporate,Caguas,PR,Puerto Rico,725
10576,Corporate,Caguas,PR,Puerto Rico,725
11542,Corporate,Caguas,PR,Puerto Rico,725
16006,Corporate,Caguas,PR,Puerto Rico,725
12134,Corporate,Caguas,PR,Puerto Rico,725
10766,Corporate,Caguas,PR,Puerto Rico,725
2072,Corporate,Caguas,PR,Puerto Rico,725
2799,Corporate,Caguas,PR,Puerto Rico,725
5414,Corporate,Caguas,PR,Puerto Rico,725
12173,Corporate,Caguas,PR,Puerto Rico,725
7039,Corporate,Caguas,PR,Puerto Rico,725
7883,Corporate,Caguas,PR,Puerto Rico,725
15394,Corporate,Caguas,PR,Puerto Rico,725
15300,Corporate,Caguas,PR,Puerto Rico,725
15624,Corporate,Caguas,PR,Puerto Rico,725
1742,Corporate,Caguas,PR,Puerto Rico,725
10951,Corporate,Caguas,PR,Puerto Rico,725
5040,Corporate,Caguas,PR,Puerto Rico,725
4382,Corporate,Caguas,PR,Puerto Rico,725
10873,Corporate,Caguas,PR,Puerto Rico,725
11612,Corporate,Caguas,PR,Puerto Rico,725
7250,Corporate,Caguas,PR,Puerto Rico,725
9110,Corporate,Mount Pleasant,MI,EE. UU.,48858
8655,Corporate,San Bernardino,CA,EE. UU.,92410
8150,Corporate,Los Angeles,CA,EE. UU.,90018
8088,Corporate,San Marcos,TX,EE. UU.,78666
12168,Corporate,Bronx,NY,EE. UU.,10463
3086,Corporate,Tampa,FL,EE. UU.,33614
8156,Corporate,Los Angeles,CA,EE. UU.,90044
608,Corporate,Fairfield,OH,EE. UU.,45014
563,Corporate,Los Angeles,CA,EE. UU.,90066
7320,Corporate,Salina,KS,EE. UU.,67401
1835,Corporate,Buffalo,NY,EE. UU.,14221
1864,Corporate,Chicago,IL,EE. UU.,60647
4689,Corporate,Baltimore,MD,EE. UU.,21215
2026,Corporate,Colorado Springs,CO,EE. UU.,80906
10615,Corporate,Escondido,CA,EE. UU.,92027
10833,Corporate,Dundalk,MD,EE. UU.,21222
5043,Corporate,Bronx,NY,EE. UU.,10466
4083,Corporate,Wyandotte,MI,EE. UU.,48192
7338,Corporate,Santee,CA,EE. UU.,92071
5311,Corporate,Brighton,MA,EE. UU.,2135
10392,Corporate,Gardena,CA,EE. UU.,90247
10151,Corporate,Oxnard,CA,EE. UU.,93033
917,Corporate,Palatine,IL,EE. UU.,60067
1761,Corporate,Bend,OR,EE. UU.,97701
2559,Corporate,Orlando,FL,EE. UU.,32825
8890,Corporate,York,PA,EE. UU.,17404
4684,Corporate,San Ramon,CA,EE. UU.,94583
10804,Corporate,Ridgewood,NY,EE. UU.,11385
8963,Corporate,Los Angeles,CA,EE. UU.,90026
2885,Corporate,New York,NY,EE. UU.,10002
787,Corporate,Piscataway,NJ,EE. UU.,8854
4604,Corporate,Brooklyn,NY,EE. UU.,11216
935,Corporate,New York,NY,EE. UU.,10029
7559,Corporate,Chandler,AZ,EE. UU.,85224
10470,Corporate,Greensboro,NC,EE. UU.,27410
4383,Corporate,Taylor,MI,EE. UU.,48180
9658,Corporate,Houston,TX,EE. UU.,77083
9261,Corporate,Fond Du Lac,WI,EE. UU.,54935
4823,Corporate,Compton,CA,EE. UU.,90221
4403,Corporate,Bismarck,ND,EE. UU.,58501
7015,Corporate,Rosemead,CA,EE. UU.,91770
8940,Corporate,Greensboro,NC,EE. UU.,27406
3243,Corporate,Hamilton,OH,EE. UU.,45011
3986,Corporate,Ewa Beach,HI,EE. UU.,96706
11611,Corporate,Metairie,LA,EE. UU.,70003
7249,Corporate,Apex,NC,EE. UU.,27502
3487,Corporate,Findlay,OH,EE. UU.,45840
3362,Corporate,Denver,CO,EE. UU.,80219
3505,Corporate,Chicago,IL,EE. UU.,60647
10265,Corporate,Wyoming,MI,EE. UU.,49509
7879,Corporate,Aurora,CO,EE. UU.,80010
948,Corporate,Lawrence,MA,EE. UU.,1841
3737,Corporate,Chapel Hill,NC,EE. UU.,27514
9434,Corporate,Merced,CA,EE. UU.,95340
9582,Corporate,Cleveland,OH,EE. UU.,44120
7476,Corporate,Austin,TX,EE. UU.,78704
9838,Corporate,La Mirada,CA,EE. UU.,90638
1711,Corporate,Salem,OR,EE. UU.,97301
589,Corporate,Oxnard,CA,EE. UU.,93033
10290,Corporate,Watsonville,CA,EE. UU.,95076
3406,Corporate,El Paso,TX,EE. UU.,79927
9040,Corporate,Bowling Green,KY,EE. UU.,42101
2667,Corporate,Sun Valley,CA,EE. UU.,91352
5741,Corporate,Los Angeles,CA,EE. UU.,90023
11092,Corporate,Rochester,NY,EE. UU.,14609
264,Corporate,Goleta,CA,EE. UU.,93117
990,Corporate,Merced,CA,EE. UU.,95340
6593,Corporate,Miami,FL,EE. UU.,33165
10318,Corporate,Columbus,OH,EE. UU.,43230
6093,Corporate,Santa Ana,CA,EE. UU.,92704
2154,Corporate,Laredo,TX,EE. UU.,78040
6868,Corporate,Detroit,MI,EE. UU.,48227
4810,Corporate,El Paso,TX,EE. UU.,79924
5213,Corporate,South Gate,CA,EE. UU.,90280
8611,Corporate,Wichita,KS,EE. UU.,67212
4637,Corporate,Folsom,CA,EE. UU.,95630
5198,Corporate,Warren,MI,EE. UU.,48093
8090,Corporate,Clarksville,TN,EE. UU.,37042
4610,Corporate,North Tonawanda,NY,EE. UU.,14120
8687,Corporate,Brooklyn,NY,EE. UU.,11226
8162,Corporate,Fort Worth,TX,EE. UU.,76133
10258,Corporate,Cleveland,OH,EE. UU.,44130
11389,Corporate,Saint Louis,MO,EE. UU.,63129
10460,Corporate,New Braunfels,TX,EE. UU.,78130
9513,Corporate,Denver,CO,EE. UU.,80219
7770,Corporate,South Gate,CA,EE. UU.,90280
5465,Corporate,Alameda,CA,EE. UU.,94501
7509,Corporate,Brooklyn,NY,EE. UU.,11203
4156,Corporate,Fairfield,CA,EE. UU.,94533
3489,Corporate,Austin,TX,EE. UU.,78704
6454,Corporate,Albuquerque,NM,EE. UU.,87105
8538,Corporate,Laredo,TX,EE. UU.,78040
5558,Corporate,Kaneohe,HI,EE. UU.,96744
779,Corporate,New Haven,CT,EE. UU.,6511
1590,Corporate,Katy,TX,EE. UU.,77450
7647,Corporate,Muskegon,MI,EE. UU.,49442
6779,Corporate,Pacoima,CA,EE. UU.,91331
8362,Corporate,Hampton,VA,EE. UU.,23666
7212,Corporate,Fort Worth,TX,EE. UU.,76106
1721,Corporate,Ventura,CA,EE. UU.,93003
1000,Corporate,Freeport,NY,EE. UU.,11520
97,Corporate,Phoenix,AZ,EE. UU.,85008
4636,Corporate,Yonkers,NY,EE. UU.,10701
3001,Corporate,Compton,CA,EE. UU.,90221
2317,Corporate,Santa Cruz,CA,EE. UU.,95060
2539,Corporate,Brooklyn,NY,EE. UU.,11214
1730,Corporate,Lake Forest,CA,EE. UU.,92630
5133,Corporate,Jacksonville,NC,EE. UU.,28540
9206,Corporate,Pomona,CA,EE. UU.,91767
6623,Corporate,Aurora,CO,EE. UU.,80011
6439,Corporate,Lancaster,SC,EE. UU.,29720
11000,Corporate,Elmhurst,NY,EE. UU.,11373
4258,Corporate,San Diego,CA,EE. UU.,92126
12351,Corporate,Bowling Green,KY,EE. UU.,42101
7645,Corporate,Laredo,TX,EE. UU.,78046
7069,Corporate,Santa Clara,CA,EE. UU.,95051
8322,Corporate,Vista,CA,EE. UU.,92084
7528,Corporate,Brooklyn,NY,EE. UU.,11209
3276,Corporate,Lancaster,PA,EE. UU.,17602
2391,Corporate,Westland,MI,EE. UU.,48185
7211,Corporate,Littleton,CO,EE. UU.,80126
6601,Corporate,Fort Lauderdale,FL,EE. UU.,33324
2145,Corporate,Tempe,AZ,EE. UU.,85282
2666,Corporate,Los Angeles,CA,EE. UU.,90033
11747,Corporate,Las Vegas,NV,EE. UU.,89123
12313,Corporate,Chandler,AZ,EE. UU.,85224
3514,Corporate,Danbury,CT,EE. UU.,6810
8830,Corporate,Bensalem,PA,EE. UU.,19020
1441,Corporate,Houston,TX,EE. UU.,77055
3896,Corporate,Orlando,FL,EE. UU.,32825
5997,Corporate,Lynn,MA,EE. UU.,1902
1869,Corporate,Summerville,SC,EE. UU.,29483
8667,Corporate,Alameda,CA,EE. UU.,94501
4224,Corporate,Brooklyn,NY,EE. UU.,11236
9688,Corporate,Tucson,AZ,EE. UU.,85719
9994,Corporate,Encinitas,CA,EE. UU.,92024
7305,Corporate,Brooklyn,NY,EE. UU.,11212
5814,Corporate,Washington,DC,EE. UU.,20020
5639,Corporate,Tampa,FL,EE. UU.,33624
11871,Corporate,Clarksville,TN,EE. UU.,37042
1140,Corporate,Highland,CA,EE. UU.,92346
7630,Corporate,Opelousas,LA,EE. UU.,70570
8366,Corporate,Las Vegas,NV,EE. UU.,89110
2084,Corporate,Compton,CA,EE. UU.,90221
2526,Corporate,Seattle,WA,EE. UU.,98115
3008,Corporate,Salina,KS,EE. UU.,67401
943,Corporate,Tucson,AZ,EE. UU.,85706
5563,Corporate,West Chester,PA,EE. UU.,19380
9898,Corporate,Pasadena,MD,EE. UU.,21122
5259,Corporate,Houston,TX,EE. UU.,77036
10579,Corporate,Fontana,CA,EE. UU.,92335
5223,Corporate,Rowland Heights,CA,EE. UU.,91748
7140,Corporate,San Jose,CA,EE. UU.,95124
4870,Corporate,Decatur,GA,EE. UU.,30032
8959,Corporate,Dearborn,MI,EE. UU.,48126
1225,Corporate,Scottsdale,AZ,EE. UU.,85254
2769,Corporate,Honolulu,HI,EE. UU.,96817
2699,Corporate,Fairfield,OH,EE. UU.,45014
10361,Corporate,Corona,CA,EE. UU.,92882
8336,Corporate,Hesperia,CA,EE. UU.,92345
2163,Corporate,Irving,TX,EE. UU.,75061
476,Corporate,Eugene,OR,EE. UU.,97405
1119,Corporate,North Richland Hills,TX,EE. UU.,76180
3552,Corporate,La Mesa,CA,EE. UU.,91941
4010,Corporate,Honolulu,HI,EE. UU.,96822
1274,Corporate,Virginia Beach,VA,EE. UU.,23455
9912,Corporate,Houston,TX,EE. UU.,77080
3308,Corporate,Annandale,VA,EE. UU.,22003
11387,Corporate,San Antonio,TX,EE. UU.,78228
12311,Corporate,Los Angeles,CA,EE. UU.,90066
11342,Corporate,Salem,OR,EE. UU.,97303
2335,Corporate,Riverside,CA,EE. UU.,92507
11501,Corporate,Buena Park,CA,EE. UU.,90620
3411,Corporate,Salina,KS,EE. UU.,67401
10623,Corporate,Mililani,HI,EE. UU.,96789
2246,Corporate,Ontario,CA,EE. UU.,91764
6241,Corporate,Arlington Heights,IL,EE. UU.,60004
8620,Corporate,Philadelphia,PA,EE. UU.,19124
154,Corporate,Brandon,FL,EE. UU.,33511
7768,Corporate,Winnetka,CA,EE. UU.,91306
2468,Corporate,Enfield,CT,EE. UU.,6082
10407,Corporate,West Chester,PA,EE. UU.,19382
10854,Corporate,Diamond Bar,CA,EE. UU.,91765
5960,Corporate,Round Rock,TX,EE. UU.,78664
9537,Corporate,East Lansing,MI,EE. UU.,48823
5221,Corporate,Ballwin,MO,EE. UU.,63021
4678,Corporate,La Mirada,CA,EE. UU.,90638
10252,Corporate,Honolulu,HI,EE. UU.,96819
575,Corporate,Rancho Cucamonga,CA,EE. UU.,91730
2622,Corporate,Fayetteville,NC,EE. UU.,28314
3477,Corporate,Wheeling,WV,EE. UU.,26003
517,Corporate,Brooklyn,NY,EE. UU.,11211
2936,Corporate,Visalia,CA,EE. UU.,93277
4747,Corporate,Chicago,IL,EE. UU.,60645
3426,Corporate,Fort Lauderdale,FL,EE. UU.,33312
5716,Corporate,Longview,WA,EE. UU.,98632
6655,Corporate,Pekin,IL,EE. UU.,61554
2767,Corporate,Webster,NY,EE. UU.,14580
